Feature,Mean_Absolute_SHAP
News_Count_Log,0.11173916542403294
Daily_Neutral_Score,0.10363093183188614
Positive_News_Ratio,0.09861092967809842
Sentiment_Volatility,0.06785475120033532
Daily_Avg_Sentiment,0.037236728204737966
News_Available,0.033913524051036786
Daily_Positive_Score,0.03005175862373154
Daily_Negative_Score,0.009655916651002653
Negative_News_Ratio,0.0006295829995348404
Neutral_News_Ratio,0.0003643270806461056
